url,title,description,favicon,emails,numbers,socials,street,city,region,postalCode
http://www.trccompanies.com,"TRC | Consulting, Engineering, Construction Management","TRC is a leading, global consulting, engineering and construction management firm that provides environmentally focused and digitally powered solutions.","wp-content/themes/trc/static/favicons/apple-touch-icon.png","[]","[]","[facebook.com/TRCCompanies/]","[]",Popup,Theme,15285
http://www.systembuilders.com," :: SBI System Builders Inc.  :: IT Products & Services, Computers, Software, Monitors, Networks, Printers, Laptops, Hard Disks ","Computers, Computer Store and Service Centre, Custom PC, Servers, Laptop Computers, Software, New & Used Computers, Refurbished Laptops, Notebooks, Printers","","[]","[6479770568]","[]","[]","","",""
http://www.brightdox.com,"Print Procurement System - Brightdox:","Brightdox: empowers you to control, edit, order and track your organization's print materials.","wp-content/themes/brightdox/assets/images/favicon.ico","[support@brightdox.com]","[6474788603]","[]","[]",Toronto,ON,M5V 1V6
http://reply.io,"Reply - Sales Automation and Sales Engagement Platform","Reply is a multichannel sales engagement platform that automates email search, LinkedIn outreach, personal emails, SMS and WhatsApp messages, calls, and tasks, while Sales can focus on what really matters - closing deals.","reply.io/wp-content/uploads/cropped-logo-icon.ukraine-cropped-1-32x32.png","[sales@reply.io]","[]","[facebook.com/reply.io/, linkedin.com/company/reply-io, twitter.com/ReplyAppTeam]","[]","","",""
http://www.labcogito.com,"Lab Cogito – Lab Cogito | Cogito Capital","","","[info@labcogito.com]","[]","[]","[]","","",""
http://www.cmigroup.com,"CM Inc.","We offer a range of consulting, ITC services and solutions to meet your business needs. Our successful track record has made us a preferred supplier to public and private sector organizations.","favicon.ico","[info@cmigroup.com]","[9054752248]","[ca.linkedin.com/pub/cm-inc/1/596/ab, facebook.com/pages/CM-Inc/180244325344450?fref=photo, twitter.com/CMIGroup]","[]",Markham,Ontario,L3R 0E2
http://www.antradar.com,"Foundations for Sustainable Growth | Antradar Software Inc.","Antradar provides end-to-end IT solutions to automate every aspect of your business.","images/ar.png","[]","[8884041337]","[facebook.com/Antradar, linkedin.com/company/antradar-software, twitter.com/antradar/]","[]","","",""
http://www.docupet.com,"DocuPet – A safe and happy home for every pet","In partnership with local municipalities and shelters, we provide pet registration and lost pet services that ensure pets can always get home safely. Register and get access to the HomeSafe™ Lost Pet Service, gift vouchers and deals, tags linked to an online profile and your municipal pet license.","www.docupet.com/wp-content/uploads/2019/05/docupet-favicon-shelter.png","[]","[]","[facebook.com/DocuPet, facebook.com/docupet, facebook.com/docupetcanada, instagram.com/docupet/, instagram.com/docupet/?hl=en, instagram.com/docupetcanada/, twitter.com/docupet]","[]","","",""
http://qaconsultants.com,"QA Consultants - Software Testing & QA services","QA Consultants is an award-winning provider of software testing and QA services. Specializing in Automation & Performance Testing.","qaconsultants.com/wp-content/uploads/2020/10/cropped-qac-logo-table-32x32.webp","[]","[4162385333]","[facebook.com/qactesters, linkedin.com/company/qa-consultants, linkedin.com/company/qa-consultants/, twitter.com/qaconsultants, youtube.com/channel/UCYMLlhNejUkxlXyfwxPT5Dg, youtube.com/user/QAConsultants]","[2 Sheppard Avenue East]",Toronto,Ontario,M2N 5Y7
http://www.lios.ca,"focus-Artboard 37","Améliorez vos procédures grâce à LIOS. Documentation technique | Révision et rédaction | Guides d'utilisation | Procédures | Matériel de formation","www.lios.ca/wp-content/themes/lios/img/favicon/apple-touch-icon.png","[info@lios.ca]","[5143603181]","[facebook.com/liostechnologies/, linkedin.com/company/lios-technologies/, twitter.com/Lios_Tech]","[]","","",""
http://avalonglobal.com,"Avalon Global Dental IT – Specialized I.T. Services for Dental Clinics","","","[]","[7809623999]","[ca.linkedin.com/company/avalon-global, facebook.com/AvalonGlobal/, instagram.com/avalonglobal.it/]","[]","","",""
http://www.hoodq.com,"","HoodQ is known for having the best neighbourhood data in Canada. A preferred data partner for real estate agents, brokerages and enterprises, HoodQ has many solutions that leverage our gold standard data.","static.wixstatic.com/media/897869_5a38250cacaa4c5b87d576519f1fe342%7Emv2.png/v1/fill/w_32%2Ch_32%2Clg_1%2Cusm_0.66_1.00_0.01/897869_5a38250cacaa4c5b87d576519f1fe342%7Emv2.png","[605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com]","[3919791905]","[]","[50 Carroll Street]",Toronto,ON,M4M 3G3
http://www.neoreninc.com,"NeoRenInc Welcomes You","","images/neoren.ico","[info@neoreninc.com]","[4163571004]","[]","[]","","",""
http://meshnetworks.ca,"IT Support Durham Region, Mesh Networks, Robert Miranda IT Professional","Mesh Networks, providing IT Support for Small Business in Durham Region with Robert Miranda IT Professional and Owner at Mesh Networks.","","[RobertMiranda@MeshNetworks.ca, more.info@cmswebsolutions.com]","[4168885007, 8772999966, 9059820450]","[linkedin.com/in/robertmiranda]","[]","","",""
http://www.uvsoftware.ca,"   Vancouver Utilities for Unix, Linux,& Windows ","The Vancouver Utilities from UV Software
has been extensively used to convert mainframe COBOL, JCL, and DATA to Unix,
Linux,& Windows (Korn shell scripts or Perl scripts). This package fills the
gaps in Unix & Linux systems that were provided by proprietary mainframes.
For example uvsort replaces the Unix/Linux system sort which cannot sort fixed
length records without linefeeds or sort on packed decimal data fields.","","[owen@uvsoftware.ca, sales@bytedesigns.com, sales@ccslink.com]","[6049805434]","[]","[]","","",""
http://campaign.testlauncher.com,"TestLauncher","","v.fastcdn.co/u/a07a985a/50272950-0-test-launcher-icon-2.png","[getprice@testlauncher.com]","[]","[px.ads.linkedin.com/collect/?pid=1906842&fmt=gif]","[]","","",""
http://www.gensquared.com,"EY Canada | Building a better working world","EY provides consulting, assurance, tax and transaction services that help solve our client’s toughest challenges and build a better working world for all.","assets.ey.com/etc/designs/zg/eydff/desktop/assets/img/favicon.ico","[]","[]","[facebook.com/pages/Ernst-Young/195665063800329, linkedin.com/company/1073, twitter.com/EYCanada, youtube.com/ernstandyoungglobal]","[]","","",""
http://www.comtech.qc.ca,"Comtech | L'informatique clés en main","","","[info@comtech.qc.ca]","[4503485555]","[linkedin.com/company/comtech-solutions-informatiques?trk=company_name, twitter.com/ComtechPME]","[]","","",""
http://www.ccscinc.com,"Main","","","[bill@ccscinc.com]","[5196580744]","[]","[]","","",""
http://ritual.co,"Ritual: Online Ordering System & Food Ordering App","Delivery & takeout from the best local restaurants. Providing over 15,000 restaurants globally with digital solutions to help them serve up their best.","assets-global.website-files.com/603fc2400ebb18ead7899278/615c5f489ad9503d448931ca_Favi.png","[]","[2147483647]","[]","[]","","",""
http://www.pgsolutions.com,"Solutions pour ville intelligente pour le monde municipal du Québec","Solutions pour ville intelligente pour le monde municipal du Québec","images/favicon.ico","[]","[]","[facebook.com/PGSolutions, linkedin.com/company/pg-solutions, youtube.com/user/PGSolutionsQc/]","[]","","",""
http://acecla.com,"yl8886com永利|首頁","yl8886com永利【真人/体育/电子/电竞/彩票/棋牌】将致力于打造一个线上游戏领域的知名品牌,yl8886com永利同时有着最全面的赛事盘口和最独特的桌面游戏,棋牌游戏。。","com/images/game/long/150_150.png","[1034446139@qq.com]","[7552398555]","[]","[]","","",""
http://bananatag.com,"Bananatag is now Staffbase","Discover Staffbase's internal communication platform that allows you to create and send professional employee communications in minutes.","wp-content/themes/bananas/favicon/apple-touch-icon.png","[]","[]","[facebook.com/trackemail/, instagram.com/bananatag/, linkedin.com/company/bananatag/, twitter.com/bananatag]","[]","","",""
http://bedrich.ca,"Accueil | BCI BEDRICH","","bedrich.ca/wp-content/uploads/2018/12/BCI_gris_rouge-fav-1.png","[]","[5149548833]","[]","[]","","",""
http://sansys.com,"Home - Sansys","","wp-content/uploads/2016/01/cube.png","[]","[5198524705]","[facebook.com/SansysWeb, linkedin.com/company/sansys-inc-, twitter.com/SansysWeb]","[]","","",""
http://www.imaginet.com,"Imaginet | Software Consulting Services | US & CA","Imaginet is a trusted technology partner that helps companies realize the full potential of their strategic IT investments. 20x Microsoft Gold Partner","","[]","[8009896022]","[facebook.com/justimaginet, linkedin.com/company/18974, twitter.com/justimaginet, youtube.com/user/justimaginet]","[]","","",""
http://www.mirano.ca,"Green Receipt","Green Receipt,paperless,paperless receipts,electronic receipts,POS,retail,environment,BPA","","[info@mirano.ca, support@mirano.ca]","[]","[facebook.com/sharer/sharer.php?u=https://itunes.apple.com/ca/app/green-receipt-paperless-receipts/id1164163614?mt=8, twitter.com/intent/tweet?text=Green]","[]","","",""
http://www.paywith.com,"Home | paywith","","static.wixstatic.com/media/d5f692_cba87ed53ab54485a78ebd63bb050537.png/v1/fill/w_32%2Ch_32%2Clg_1%2Cusm_0.66_1.00_0.01/d5f692_cba87ed53ab54485a78ebd63bb050537.png","[605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com]","[3919791905, 4602840684, 7646579509, 7670349625]","[facebook.com/PayWith, twitter.com/paywithphone]","[]","","",""
http://testmatters.com,"Test Matters","","i2.wp.com/testmatters.com/wp-content/uploads/2016/07/cropped-TM-Red-Logo.png?fit=32%2C32","[]","[]","[linkedin.com/in/patriciaherdman/, platform.twitter.com/widgets.js?ver=1316526300]","[]","","",""
http://techalliance.ca,"Home | TechAlliance","TechAlliance helps grow the innovative businesses of today, and launch the startups of tomorrow in Southwestern Ontario.","techalliance.ca/wp-content/uploads/2015/04/favicon-16.png","[]","[]","[facebook.com/techalliance, facebook.com/tr?id=702958483625364&amp, instagram.com/techallianceldn/, linkedin.com/company/techalliance-of-southwestern-ontario, twitter.com/TechAlliance, twitter.com/techalliance, youtube.com/techalliancelondon]","[333 Dufferin Avenue]",London,ON,N6B 1Z3
http://f12.net,"Managed IT Services Reimagined - IT Companies Near Me","F12 is Canada's top provider of managed IT services. We have offices across Canada. Call us today at 1-866-F12-8782.","edp974ee253.exactdn.com/wp-content/uploads/2022/03/cropped-f12-favicon-32x32.png","[service@f12.net]","[2503340638, 2503526556, 2505451866, 2509404030, 4032102022, 4039670180, 4162450709, 4167368386, 5195842089, 6045769522, 7804138458]","[dc.ads.linkedin.com/collect/?pid=957612&fmt=gif, facebook.com/F12Net, facebook.com/F12Net/, facebook.com/tr?id=562062684551747&ev=PageView&noscript=1, instagram.com/f12.netinc/, linkedin.com/company/f12-net/, twitter.com/F12Net, twitter.com/f12net, youtube.com/channel/UCLrYecRuyY88k5iB0rnaDlQ]","[1016 Seventh Street, 1095 McKenzie Avenue, 1325 Polson Drive, 160 Cidermill Ave , 220 Markland Street]",Courtenay,BC,V9N 2R6
http://www.managedservicesplatform.com,"Search","A business communication platform built to create genuine human connections by helping great companies have conversations, not presentations.","www.managedservicesplatform.com/hubfs/mspl-1.ico","[]","[]","[facebook.com/managedservicesplatform/, linkedin.com/company/managed-services-platform/, px.ads.linkedin.com/collect/?pid=4957385&amp, twitter.com/MSPlatformIT, youtube.com/channel/UCn81YSdJRlvd_N2eLZzQ52g, youtube.com/playlist?list=PLDUiMI4qjlJFkYjXQSPwCtmAnK1hFogHR, youtube.com/watch?v=WdiLgL7ftvI]","[]","","",""
http://www.moorehead.ca,"Jim Moorehead","","assets/images/favicon.ico","[copyright@cpanel.net]","[]","[]","[]","","",""
http://www.redriverinc.ca,"Home | redriver","","static.wixstatic.com/media/675fc1_d2cd707262104a70aab2bba197ec182a%7Emv2.png/v1/fill/w_32%2Ch_32%2Clg_1%2Cusm_0.66_1.00_0.01/675fc1_d2cd707262104a70aab2bba197ec182a%7Emv2.png","[605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com, info@redriverinc.ca, resumes@redriverinc.ca]","[3919791905, 6136273881]","[]","[]",as,ISO,27001
http://bulldozerinc.com,"Bulldozer Agence web - Site web, logiciel, application web et mobile","Notre équipe de 30 spécialistes est passionnée par la stratégie d’affaires, le marketing, SEO, SEM, Google Ads, Sites web, Applications mobiles, Applications web et Logiciel sur mesure.","images/icons/apple-touch-icon.png","[hello@bulldozerinc.com]","[5817030044]","[facebook.com/hellobulldozer/, instagram.com/agence_bulldozer/, linkedin.com/company/bulldozer/]","[]","","",""
http://www.eaglemapping.com,"","High quality digital mapping, data and imagery tailored to your project requirements.","static.wixstatic.com/media/162768_0723c949472b4aebac4989a927450080%7Emv2.jpg/v1/fill/w_32%2Ch_32%2Clg_1%2Cusm_0.66_1.00_0.01/162768_0723c949472b4aebac4989a927450080%7Emv2.jpg","[0e6a29e4756740a8a63493e912ba2174@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, alewis@eaglemapping.com, baf30a2b91654c5a840931f0137bed30@sentry.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, dlinwood@eaglemapping.com, dmeldrum@eaglemapping.com, hsantos@eaglemapping.com, info@eaglemapping.com, jrankin@eaglemapping.com, lhume@eaglemapping.com, marketing@eaglemapping.com, sales@eaglemapping.com]","[3097865384, 3919791905, 7646579509, 8415228665]","[facebook.com/EagleMapping]","[]","","",""
http://www.networth.ca,"","NETWORTH is an IT solutions company providing IT Support, Network Management and IT Consulting to small and medium businesses in Greater Toronto and Southern Ontario. (855) 976-3406","static.wixstatic.com/media/9c6fb6_c74f8fb0487e431f82b85581a1afdc2c%7Emv2.gif/v1/fill/w_32%2Ch_32%2Clg_1%2Cusm_0.66_1.00_0.01/9c6fb6_c74f8fb0487e431f82b85581a1afdc2c%7Emv2.gif","[605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com]","[3919791905, 7646579509, 7670349625, 8006389784, 8559763406, 9058205555]","[facebook.com/networthit, instagram.com/networthcanada/, linkedin.com/company/networth/about/, twitter.com/networthcanada]","[2295 Dunwin Drive]",Mississauga,Ontario,L5L 3S4
http://atlseccon.com,"Atlantic Security Conference (AtlSecCon) is under construction","","atlseccon.com/wp-content/plugins/under-construction-page/themes/images/favicon.png","[darryl@atlseccon.com, leanne@atlseccon.com]","[]","[linkedin.com/company/atlseccon, twitter.com/AtlSecCon]","[]","","",""
http://www.dataxile.com," 	Toronto's Leader in Data Destruction and E-Waste Recycling	","DataXile provides secure data destruction and e-waste recycling for Toronto firms. Our hard drive shredder can also destroy backup tapes and storage media.","","[cizobj@yahoo.ca, info@yourshop.com, information@dataXile.com, information@dataxile.com]","[4166578877, 8885555555]","[facebook.com/2008/fbml, facebook.com/dataxile, linkedin.com/company/dataxile-corp-, twitter.com/AnnCavoukian, twitter.com/dataXile, twitter.com/dataXile/statuses/1022625045506650112, twitter.com/dataXile/statuses/1210605683537858560, twitter.com/dataXile/statuses/686671997363851265, twitter.com/torontostar]","[90 Basaltic Road]",Concord,Ontario,L4K 1G6
http://sdesigncan.ca,"Solutions Design Inc – Serving the Canadian Electronics Industry.","","wp-content/uploads/2019/03/SDI-logo-150x150.png","[]","[5148332280]","[]","[]","","",""
http://www.cancercomputer.com,"Cancer Computer | #ComputingForTheCure","","site-content/favicon.ico","[hope@cancercomputer.com]","[]","[facebook.com/cancercomputer, linkedin.com/company/cancercomputer-com, twitter.com/CancerComputer]","[80 Aberdeen Street]",Ottawa,Ontario,K1S 5R5
http://pr2.ca,"Accueil - PR2","PR2 offre des services conseils en technologie de l'information (TI) Ã  des grandes entreprises et organisations.","wp-content/themes/PR2/assets/images/favicon.png","[emploi@pr2.ca, lepartenaire@pr2.ca, vstlaurent@pr2.ca]","[]","[facebook.com/pr2expertconseils, linkedin.com/company/pr2-experts-conseils]","[]","","",""
http://www.koerr.com,"Business-Class Web Hosting by (mt) Media Temple","","","[]","[]","[facebook.com/mediatemple, twitter.com/mediatemple]","[]","","",""
http://www.cekoya.com,"Accueil | Cekoya Informatique","","static.parastorage.com/client/pfavico.ico","[605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, f1ffc0b5efe04e9eb9762cd808722520@sentry.wixpress.com, info@cekoya.com, info@mysite.com]","[3097865384, 3761258506, 3919791905, 5142283796, 7646579509]","[]","[]","","",""
http://layer3.ca,"Layer 3 Solutions Inc.","","","[info@layer3.ca, support@layer3.ca]","[4162322552]","[]","[]","","",""
http://www.aliasformation.ca,"Alias Formation inc. - Cours Adobe - Formation à distance Québec et Montréal","Entreprise de formation personnalisée et agréée par la Commission des Partenaires du Marché du Travail. Formations Adobe graphisme communication web formation à distance. Cours délivrés au QUÉBEC - MONTRÉAL - CANADA - FRANCE - BELGIQUE - SUISSE.","","[]","[4182045172, 4384105172, 8774025172]","[facebook.com/Alias-Formation-Adobe-1431408473582635/, linkedin.com/company/alias-formation-inc.-alias-web/]","[]","","",""
http://www.mappedin.com,"Indoor Maps and Wayfinding | Mappedin","Mappedin's indoor mapping software provides user-friendly, enterprise-grade tools for maintaining indoor maps and powering rich wayfinding experiences.","favicon-32x32.png?v=b7b11148f54b5c51012bc7c11f27100d","[]","[5195940102]","[ca.linkedin.com/company/mappedin, facebook.com/mappedin/, instagram.com/mappedinatwork/, twitter.com/mappedin]","[]",Waterloo,Ontario,N2L 5J2
http://edinteractivegroup.com,"ed interactive group","","images.squarespace-cdn.com/content/v1/54431425e4b0ba652295cf9a/1414606250858-473Z9A30VEF7DVLRGZSM/favicon.ico?format=100w","[david@edinteractivegroup.com, getintouch@edinteractivegroup.com]","[5147053744]","[facebook.com/2008/fbml, linkedin.com/company/ed-interactive-group, twitter.com/edinteractivegr]","[239 Labrosse Ave]",Ormeaux,QC,H9G 1R9
http://guardian.net,"Guardian Microsystems - Welcome","","","[info@guardian.net]","[5146848781, 5147871250]","[]","[]","","",""
http://www.cothromsystems.com,"Epicor Kinetic Microsite","Explore how Epicor Kinetic can help grow your business","remixer-static.objects-us-east-1.dream.io/favicon.ico","[email@cothromsystems.com]","[]","[instagram.com/cothromsystems/, linkedin.com/company/cothrom-systems-corporation, twitter.com/cothromsystems, youtube.com/channel/UC3uuoSY874MpC8LDgyptiIA]","[]","","",""
http://www.bundlemanager.com,"Bundle Manager","","agilecrm.s3.amazonaws.com/editor/bundle/favicon32invert_png_1564678573866.png","[]","[]","[facebook.com/sharer.php?u=, linkedin.com/shareArticle?mini=true&url=, twitter.com/intent/tweet?url=]","[]","","",""
http://www.techwisenetworks.com,"Professional IT Solutions, Software & Staffing | TechWise Networks","TechWise Networks is a Montreal-based IT services & products company providing solutions, software & staffing for the business and consumer market.","www.techwisenetworks.com/wp-content/uploads/2018/06/TW-Favicon-64-x-64.png","[helpdesk@techwisenetworks.com]","[5149904992, 8779904992]","[facebook.com/TechWiseNetworks, twitter.com/TechWiseNetwork]","[]","","",""
http://www.bmak.ca,"Home | Bmak Business And Te","","static.parastorage.com/client/pfavico.ico","[605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, bmak@bmak.ca, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com]","[3097865384, 3919791905, 4166237643]","[]","[1018 Finch Ave , 1018 Finch Avenue West]","","",""
